did	duration_rate	gap_meanlog	gap_sdlog
did:plc:2a2ssdrqtrkg7n55p7bjzrg7	0.00294972820376195	6.28951762778716	2.35218944586847
did:plc:2a2ymiwe7rnxyfbruifovy5e	0.00298601288770744	8.4745051342268	1.76056137581292
did:plc:2a3rqm42cuyoxvbf74nlvzd2	0.00917899031391078	8.24437430872691	1.78184391626619
did:plc:2a66ps73boql7xymol6jdipc	0.00466584328344275	7.55196317556139	2.36672673424048
did:plc:2a6xpwgfnrl5xm6mpkxhey32	0.00274017827684386	7.02360839083367	2.02873132669406
did:plc:2aasolcbyjbsdwqhqxo72mpp	0.00296106421534692	6.64746305849425	2.09658976362841
did:plc:2acpw7jpr6fjyi7ipobrriea	0.00660653030264169	7.43398091213538	1.91608057780097
did:plc:2ad4ipnlvljwwrywxum5aubc	0.00459257315405817	7.012820008849	2.05485942295803
did:plc:2aebn3xk5t63net43eeepire	0.00531142182736182	6.5850592093359	1.7693852571803
did:plc:2afwbonvqumpbiksfxrddtfy	0.00283986808371216	6.62986709889556	2.21302885358941
did:plc:2ag2boorsqavevplyfsjwhyr	0.00400455690958903	6.51250012849342	1.79235592935928
did:plc:2aiyk5db7x4wzkfeadpvixeq	0.00354997269292811	7.23008102580505	1.76742946282617
did:plc:2aqiuyocgpapxwadaidckzxv	0.00421779141224844	6.82474237277564	2.34916393476179
did:plc:2aqyawjcddcbyzqekifuohr6	0.00618429189865268	7.21533345106159	1.96015141978627
did:plc:2as2iqdw36b6hakqb3bawlgh	0.00259078096505832	6.84586912657084	1.73784960485783
did:plc:2asfgiafjzw2wabe2j7es2jl	0.00302966547511021	7.24515339188289	1.9775648150633
did:plc:2auniqtgbxoevxbcm36qqwra	0.00383956119332847	8.1214465421077	1.52723181922756
did:plc:2auqwvwjpvxdndod7ai7nrgg	0.00515202703029613	7.04413381554986	1.82885160900755
did:plc:2awztkfx6imrbjjbumdyelv4	0.00488188976455005	8.76327587944516	1.44228732324388
did:plc:2b6idrffgz2zcbpgxcgxvqbb	0.0104970008663933	8.17660160584528	1.47246308299697
did:plc:2ba4sv4w5eyuvyoal7n4vh3l	0.00451348798250555	7.38740770290927	1.80379804866798
did:plc:2bevewugl3itqdkqa4kzl3az	0.00658499234309423	8.47180941352611	1.44635388881232
did:plc:2bfg33imnolgbowtcsfqecee	0.00622083981521833	8.78616283856602	1.37883860705277
did:plc:2bi7nhde2v6aclw7mlxehrxn	0.00496018796516442	7.55502659335516	2.03231034621767
did:plc:2bipibnmhdqdpso4xikt4i3r	0.00216925772458307	7.06374319724909	2.1082776009548
did:plc:2bjhdanpdap5s4av3tvhfyai	0.00312241711831512	7.48498498215624	2.22354598552266
did:plc:2bkqxl4iwwxm7fwjevd7pfk2	0.00501517751443688	7.41802956424553	2.30428531428775
did:plc:2bltdnx57lapkuiqm3q2rwkm	0.00451620187520133	7.23473943614118	2.35892745210579
did:plc:2bnkcweo5ttebxkjee7adiwd	0.00364861072167922	6.66543782689235	2.00418062850264
did:plc:2bqajszjvs2nez4n2t4fduol	0.00320032003200773	7.62734017394699	2.42125449400884
did:plc:2brxhezhf5zg7viqpf3glb5v	0.00286275151320085	7.42910559510112	1.96411070964446
did:plc:2bsiqoguzzzrq5zj3vz6ab5x	0.00729394602593819	7.5801236770515	1.68754146401494
did:plc:2buetijogbjxzsmoxjpbjbys	0.0110207294755321	7.86951879807364	1.84563344599325
did:plc:2butpld7mqsyqiqpmg5wquir	0.00620899719023284	7.38949784328157	1.94154481666602
did:plc:2bvxz7qsbzi5d6ztgovci5um	0.0036559553589358	6.6695109838753	2.00144584575565
did:plc:2bxfqrquzicluosmz24ctjgs	0.00238015618551361	6.32964050536485	1.96512857703974
did:plc:2bzd6ma4dh2abpjamslvclm7	0.0137614679109307	8.96778646300224	0.88705612193258
