did	duration_shape	duration_rate	gap_meanlog	gap_sdlog
did:plc:2a4ishdeosg5gbk2udu5i4gt	0.502199143376549	0.00525772823226899	7.66576543963328	1.60788540320174
did:plc:2a4pgquedrzuxdcyr55dstpm	0.686549624022175	0.00216215243117871	6.25781040954022	1.85222325757261
did:plc:2adc6qqx5midyqv356shmrhy	0.680750201893129	0.00256888631068166	6.82736119324172	2.43835362164557
did:plc:2adojyroadzxnenac7l5u6hz	0.791645017011472	0.00312655654844312	7.25344869718386	2.01281561227368
did:plc:2aefuiltxo3tdkq4qckpw7p2	0.513304498255422	0.00359502175144716	7.54103572923697	2.26017603419862
did:plc:2afrkpzaezq66cbqaoazd2sj	0.701998067652593	0.00450702059636862	7.25142452248286	1.99332847097159
did:plc:2aku2op57lvg6zvm5r3rpv5s	1.43075816192016	0.00378106256473946	6.61054424596238	1.95359005464688
did:plc:2amj2wrfef2dgnw4kk4iakrx	0.743042632148219	0.00670690686151256	7.46343661434991	1.73991300802939
did:plc:2an3m6636j57tz7y47oz75ei	0.793079903331284	0.00437987533206753	6.73827145901536	1.60790734105842
did:plc:2ao2zm6jzsgivkfybmac2hiu	0.529114466156119	0.00548659587784962	8.05535438766314	1.53083962762991
did:plc:2ap6afz5s2okrwolfrvbftvy	0.617066062936213	0.00210469927353221	7.37505040945078	1.88837778159245
did:plc:2aqkn3txgbdjahvghlz2nckj	0.796395295857221	0.00572523491323839	7.68910607925978	1.53414948679513
did:plc:2aqooyihglsxaia7pn74raki	0.627761077059383	0.00311032829489048	6.43220054956074	1.96798428572308
did:plc:2arylkivwbtc3o3fdnq7auxe	0.563042543219215	0.0022061808128209	7.11702726599033	1.85698273719184
did:plc:2asuvu3ouhh45zuww7nqwx4j	0.590140021236931	0.0029017943191075	7.57034267444958	1.57598340082218
did:plc:2axp4nq4u3rwkeogahxygxzy	0.700529181787885	0.00215466039753663	6.36706836625428	1.81663816255657
did:plc:2aylwwoxvcrohglyve4hzlaz	0.658752649412298	0.00389816126264244	7.02013371998231	1.97179136064504
